id,full_name,age,gender,device_type,ad_position,browsing_history,time_of_day,click
7526,User7526,38.0,Female,Desktop,Side,Entertainment,Evening,1
4742,User4742,31.0,Male,Desktop,Bottom,Entertainment,Morning,1
9476,User9476,44.0,Non-Binary,Tablet,Bottom,Shopping,Afternoon,0
2387,User2387,38.0,Non-Binary,Mobile,Bottom,Social Media,Night,1
6886,User6886,43.0,Male,Mobile,Bottom,Entertainment,Evening,1
775,User775,38.0,Female,Mobile,Top,Shopping,Evening,1
9842,User9842,43.0,Non-Binary,Mobile,Top,Shopping,Afternoon,1
7544,User7544,38.0,Female,Mobile,Top,News,Afternoon,1
7973,User7973,28.0,Female,Mobile,Bottom,Shopping,Morning,1
5444,User5444,22.0,Female,Tablet,Bottom,Entertainment,Evening,0
6886,User6886,43.0,Male,Mobile,Bottom,Entertainment,Evening,1
6287,User6287,40.0,Non-Binary,Tablet,Bottom,Entertainment,Morning,1
5566,User5566,38.0,Female,Mobile,Bottom,Social Media,Morning,1
8726,User8726,62.0,Female,Desktop,Side,Education,Morning,1
3339,User3339,43.0,Male,Desktop,Bottom,Shopping,Evening,0
345,User345,23.0,Female,Desktop,Bottom,Education,Evening,0
400,User400,52.0,Non-Binary,Tablet,Bottom,Entertainment,Evening,1
6758,User6758,41.0,Male,Desktop,Top,News,Afternoon,0
3573,User3573,42.0,Female,Desktop,Bottom,Entertainment,Morning,0
3014,User3014,38.0,Male,Mobile,Top,Entertainment,Morning,1
4274,User4274,32.0,Female,Desktop,Top,Entertainment,Morning,0
1325,User1325,38.0,Female,Desktop,Bottom,Entertainment,Evening,1
6365,User6365,38.0,Male,Tablet,Bottom,Entertainment,Evening,1
3231,User3231,32.0,Male,Mobile,Side,Education,Morning,0
2725,User2725,44.0,Non-Binary,Mobile,Top,Education,Morning,0
58,User58,38.0,Female,Desktop,Top,Shopping,Morning,1
7422,User7422,20.0,Female,Desktop,Top,Entertainment,Evening,1
6700,User6700,32.0,Female,Mobile,Side,Entertainment,Night,0
1710,User1710,37.0,Female,Tablet,Bottom,Entertainment,Afternoon,1
3915,User3915,38.0,Female,Desktop,Side,Entertainment,Evening,1
7099,User7099,22.0,Female,Mobile,Bottom,Entertainment,Morning,1
1804,User1804,41.0,Male,Tablet,Top,Entertainment,Evening,0
4322,User4322,44.0,Non-Binary,Mobile,Side,Entertainment,Morning,0
4021,User4021,38.0,Non-Binary,Desktop,Side,Entertainment,Morning,1
9789,User9789,36.0,Female,Tablet,Side,Entertainment,Morning,1
4950,User4950,38.0,Male,Mobile,Side,Entertainment,Morning,1
5596,User5596,38.0,Non-Binary,Tablet,Bottom,Social Media,Afternoon,1
4981,User4981,38.0,Male,Desktop,Bottom,Shopping,Evening,1
373,User373,34.0,Female,Mobile,Bottom,Education,Morning,1
8853,User8853,41.0,Female,Mobile,Top,Shopping,Night,0
3117,User3117,21.0,Female,Desktop,Bottom,Entertainment,Afternoon,1
6296,User6296,29.0,Male,Desktop,Bottom,Education,Evening,1
6906,User6906,38.0,Non-Binary,Mobile,Top,Entertainment,Morning,1
3801,User3801,26.0,Non-Binary,Desktop,Side,Entertainment,Evening,1
6268,User6268,38.0,Male,Desktop,Top,Entertainment,Morning,1
9516,User9516,28.0,Female,Desktop,Top,Entertainment,Morning,1
3957,User3957,62.0,Female,Mobile,Bottom,Entertainment,Morning,0
7144,User7144,44.0,Non-Binary,Mobile,Bottom,Entertainment,Night,0
2291,User2291,53.0,Female,Tablet,Bottom,Entertainment,Morning,0
7962,User7962,58.0,Male,Tablet,Top,Entertainment,Afternoon,1
2156,User2156,46.0,Female,Tablet,Side,Entertainment,Afternoon,1
1284,User1284,42.0,Female,Tablet,Top,Entertainment,Afternoon,0
813,User813,38.0,Non-Binary,Tablet,Top,Education,Morning,1
7507,User7507,38.0,Male,Desktop,Top,Education,Afternoon,1
3846,User3846,38.0,Non-Binary,Desktop,Bottom,Entertainment,Morning,1
2934,User2934,26.0,Non-Binary,Desktop,Top,Entertainment,Afternoon,1
1144,User1144,53.0,Female,Desktop,Bottom,Entertainment,Evening,0
2297,User2297,57.0,Female,Tablet,Side,Entertainment,Morning,1
3203,User3203,44.0,Non-Binary,Tablet,Bottom,News,Night,0
5302,User5302,44.0,Non-Binary,Desktop,Bottom,Entertainment,Morning,0
2691,User2691,38.0,Non-Binary,Desktop,Bottom,News,Afternoon,1
5590,User5590,44.0,Non-Binary,Mobile,Side,Entertainment,Morning,0
8726,User8726,62.0,Female,Desktop,Side,Education,Morning,1
9504,User9504,38.0,Female,Desktop,Top,Shopping,Morning,1
7353,User7353,41.0,Male,Tablet,Top,Social Media,Evening,0
9806,User9806,58.0,Male,Desktop,Bottom,Entertainment,Evening,1
3973,User3973,41.0,Female,Mobile,Side,Education,Night,0
4474,User4474,41.0,Female,Tablet,Bottom,Entertainment,Afternoon,0
7775,User7775,44.0,Non-Binary,Desktop,Top,Social Media,Morning,0
2290,User2290,41.0,Male,Desktop,Top,Entertainment,Evening,1
9771,User9771,41.0,Female,Tablet,Bottom,Entertainment,Evening,0
606,User606,38.0,Male,Desktop,Bottom,Entertainment,Afternoon,1
4057,User4057,38.0,Female,Desktop,Side,Education,Evening,1
188,User188,56.0,Female,Tablet,Bottom,News,Morning,1
8147,User8147,38.0,Female,Desktop,Top,Entertainment,Morning,1
5100,User5100,42.0,Female,Mobile,Side,Shopping,Morning,1
277,User277,59.0,Male,Desktop,Top,Entertainment,Afternoon,1
860,User860,29.0,Female,Tablet,Bottom,Entertainment,Morning,0
4620,User4620,43.0,Non-Binary,Mobile,Bottom,Entertainment,Night,1
2373,User2373,31.0,Female,Desktop,Bottom,Social Media,Night,1
5499,User5499,23.0,Male,Mobile,Top,Entertainment,Night,0
1873,User1873,41.0,Non-Binary,Tablet,Bottom,Entertainment,Night,0
7471,User7471,38.0,Non-Binary,Mobile,Bottom,Shopping,Morning,1
6679,User6679,38.0,Male,Tablet,Bottom,Entertainment,Night,1
7507,User7507,38.0,Non-Binary,Desktop,Top,Entertainment,Afternoon,1
7631,User7631,47.0,Male,Desktop,Bottom,Entertainment,Morning,0
7313,User7313,38.0,Non-Binary,Mobile,Side,Entertainment,Night,1
1041,User1041,37.0,Non-Binary,Mobile,Bottom,Entertainment,Morning,1
5142,User5142,41.0,Male,Desktop,Side,Social Media,Morning,0
8956,User8956,38.0,Male,Tablet,Bottom,Entertainment,Morning,1
5756,User5756,51.0,Non-Binary,Tablet,Top,Shopping,Afternoon,1
7036,User7036,28.0,Non-Binary,Desktop,Side,Entertainment,Night,0
3192,User3192,41.0,Male,Desktop,Bottom,Entertainment,Evening,0
6573,User6573,55.0,Non-Binary,Desktop,Bottom,Entertainment,Evening,1
2333,User2333,28.0,Female,Desktop,Side,Shopping,Morning,0
7198,User7198,42.0,Male,Tablet,Bottom,Shopping,Afternoon,0
1067,User1067,61.0,Non-Binary,Tablet,Bottom,Education,Afternoon,0
8278,User8278,38.0,Male,Mobile,Top,Entertainment,Morning,1
8338,User8338,41.0,Female,Mobile,Bottom,Entertainment,Morning,0
7783,User7783,44.0,Non-Binary,Tablet,Bottom,Entertainment,Morning,0
9967,User9967,38.0,Non-Binary,Desktop,Bottom,Education,Evening,1
7962,User7962,58.0,Female,Tablet,Top,Entertainment,Afternoon,1
674,User674,38.0,Non-Binary,Tablet,Side,Entertainment,Morning,1
7889,User7889,44.0,Non-Binary,Tablet,Side,Entertainment,Evening,0
3574,User3574,38.0,Female,Tablet,Top,Entertainment,Evening,1
9373,User9373,41.0,Female,Desktop,Bottom,Entertainment,Evening,0
2248,User2248,34.0,Male,Desktop,Bottom,Entertainment,Afternoon,0
5425,User5425,38.0,Non-Binary,Desktop,Bottom,Entertainment,Afternoon,1
58,User58,36.0,Female,Mobile,Top,Shopping,Morning,1
8018,User8018,38.0,Male,Desktop,Side,Entertainment,Night,1
9807,User9807,35.0,Non-Binary,Tablet,Bottom,Education,Night,1
6337,User6337,38.0,Female,Mobile,Top,Entertainment,Night,1
6849,User6849,39.0,Male,Desktop,Top,Entertainment,Morning,1
7674,User7674,43.0,Male,Desktop,Bottom,News,Afternoon,1
8373,User8373,38.0,Male,Desktop,Side,Shopping,Afternoon,1
4938,User4938,28.0,Non-Binary,Desktop,Bottom,Social Media,Morning,1
2290,User2290,41.0,Female,Tablet,Top,Entertainment,Evening,1
2939,User2939,54.0,Male,Tablet,Bottom,Education,Night,0
3483,User3483,20.0,Non-Binary,Mobile,Bottom,News,Morning,1
9394,User9394,41.0,Female,Tablet,Side,Shopping,Morning,0
4537,User4537,61.0,Female,Desktop,Bottom,Entertainment,Morning,0
5559,User5559,50.0,Non-Binary,Desktop,Bottom,Social Media,Morning,0
9789,User9789,36.0,Non-Binary,Tablet,Bottom,Entertainment,Morning,1
6852,User6852,44.0,Male,Desktop,Top,Social Media,Morning,0
2835,User2835,26.0,Non-Binary,Desktop,Side,Shopping,Morning,0
8631,User8631,38.0,Female,Desktop,Top,Entertainment,Morning,1
256,User256,52.0,Female,Desktop,Side,Entertainment,Night,0
2137,User2137,38.0,Male,Tablet,Bottom,Entertainment,Night,1
1973,User1973,37.0,Female,Mobile,Bottom,Social Media,Morning,0
7622,User7622,57.0,Male,Mobile,Bottom,Entertainment,Afternoon,0
9572,User9572,38.0,Male,Mobile,Bottom,Social Media,Morning,1
4049,User4049,38.0,Female,Desktop,Top,Entertainment,Night,1
5066,User5066,38.0,Non-Binary,Mobile,Bottom,Entertainment,Morning,1
9136,User9136,38.0,Non-Binary,Desktop,Side,Entertainment,Afternoon,1
8906,User8906,38.0,Male,Desktop,Top,Shopping,Night,1
2115,User2115,40.0,Non-Binary,Mobile,Side,Entertainment,Night,0
5784,User5784,41.0,Male,Mobile,Side,Shopping,Morning,0
2313,User2313,44.0,Non-Binary,Desktop,Bottom,News,Evening,0
8082,User8082,34.0,Non-Binary,Tablet,Side,News,Evening,0
3333,User3333,38.0,Male,Tablet,Top,Entertainment,Evening,1
6951,User6951,41.0,Female,Mobile,Bottom,Entertainment,Night,0
1713,User1713,41.0,Male,Mobile,Bottom,Entertainment,Night,0
5766,User5766,63.0,Male,Desktop,Side,Social Media,Evening,1
5053,User5053,61.0,Non-Binary,Tablet,Side,Entertainment,Morning,1
7661,User7661,48.0,Male,Mobile,Side,News,Night,1
9516,User9516,28.0,Female,Desktop,Top,Entertainment,Morning,1
9855,User9855,38.0,Male,Desktop,Bottom,News,Morning,1
660,User660,44.0,Non-Binary,Tablet,Bottom,Entertainment,Morning,0
1931,User1931,38.0,Female,Mobile,Bottom,Shopping,Morning,1
9888,User9888,49.0,Male,Mobile,Top,News,Morning,1
168,User168,18.0,Female,Mobile,Side,Entertainment,Morning,0
2402,User2402,27.0,Female,Mobile,Top,Entertainment,Morning,0
2876,User2876,23.0,Non-Binary,Tablet,Top,Education,Morning,1
5219,User5219,39.0,Non-Binary,Desktop,Top,News,Morning,0
4361,User4361,29.0,Male,Tablet,Side,Entertainment,Morning,1
1532,User1532,44.0,Non-Binary,Mobile,Side,Entertainment,Evening,0
177,User177,37.0,Non-Binary,Tablet,Bottom,Entertainment,Night,0
6683,User6683,38.0,Female,Tablet,Side,Entertainment,Morning,1
1650,User1650,38.0,Non-Binary,Desktop,Bottom,Entertainment,Morning,1
3803,User3803,38.0,Female,Desktop,Top,Education,Morning,1
2542,User2542,58.0,Non-Binary,Mobile,Bottom,Entertainment,Evening,1
6863,User6863,38.0,Male,Desktop,Bottom,Entertainment,Morning,1
5699,User5699,19.0,Male,Desktop,Top,Entertainment,Morning,1
5032,User5032,49.0,Male,Mobile,Bottom,Entertainment,Evening,0
9267,User9267,20.0,Female,Desktop,Bottom,Entertainment,Morning,1
5698,User5698,41.0,Male,Mobile,Bottom,Education,Morning,0
5329,User5329,54.0,Non-Binary,Desktop,Side,Education,Evening,1
2044,User2044,31.0,Non-Binary,Mobile,Bottom,News,Evening,1
4621,User4621,38.0,Non-Binary,Desktop,Top,Entertainment,Morning,1
4787,User4787,41.0,Male,Mobile,Bottom,Entertainment,Morning,0
4836,User4836,55.0,Male,Tablet,Side,Entertainment,Evening,1
6248,User6248,38.0,Female,Desktop,Top,Entertainment,Morning,1
5699,User5699,19.0,Female,Desktop,Top,Entertainment,Morning,1
6692,User6692,44.0,Non-Binary,Mobile,Side,Entertainment,Evening,0
503,User503,43.0,Male,Desktop,Bottom,Entertainment,Morning,1
1656,User1656,18.0,Male,Mobile,Side,Entertainment,Evening,0
7210,User7210,45.0,Female,Tablet,Side,Entertainment,Morning,0
9266,User9266,38.0,Male,Mobile,Bottom,Education,Afternoon,1
6811,User6811,24.0,Male,Mobile,Bottom,Education,Evening,1
1420,User1420,62.0,Male,Desktop,Bottom,News,Morning,1
7674,User7674,38.0,Female,Desktop,Bottom,Entertainment,Afternoon,1
9660,User9660,38.0,Female,Desktop,Top,Social Media,Night,1
9913,User9913,41.0,Male,Desktop,Side,Entertainment,Morning,0
4871,User4871,58.0,Female,Desktop,Side,Entertainment,Morning,1
2142,User2142,34.0,Non-Binary,Desktop,Top,Shopping,Afternoon,1
1019,User1019,36.0,Non-Binary,Tablet,Bottom,Social Media,Night,0
3895,User3895,44.0,Non-Binary,Desktop,Top,Entertainment,Morning,0
5084,User5084,38.0,Non-Binary,Tablet,Side,Entertainment,Evening,1
7776,User7776,41.0,Female,Mobile,Top,Entertainment,Morning,0
1905,User1905,62.0,Female,Mobile,Bottom,Entertainment,Morning,1
2156,User2156,38.0,Female,Tablet,Bottom,Entertainment,Afternoon,1
8948,User8948,25.0,Male,Mobile,Bottom,Education,Evening,1
5837,User5837,41.0,Male,Mobile,Top,Entertainment,Morning,0
2733,User2733,38.0,Non-Binary,Tablet,Bottom,Entertainment,Morning,1
6014,User6014,44.0,Non-Binary,Mobile,Bottom,Social Media,Night,0
4827,User4827,41.0,Male,Mobile,Bottom,Education,Morning,0
5912,User5912,41.0,Non-Binary,Mobile,Side,Education,Night,1
8726,User8726,62.0,Female,Desktop,Side,Education,Morning,1
7047,User7047,21.0,Female,Desktop,Side,Entertainment,Morning,0
8041,User8041,38.0,Male,Mobile,Bottom,Social Media,Morning,1
6500,User6500,18.0,Female,Mobile,Bottom,Entertainment,Morning,0
8571,User8571,41.0,Male,Tablet,Side,Entertainment,Afternoon,0
1503,User1503,19.0,Female,Tablet,Side,Entertainment,Afternoon,1
3049,User3049,44.0,Non-Binary,Desktop,Top,Education,Morning,0
1910,User1910,63.0,Male,Desktop,Side,Entertainment,Night,1
9992,User9992,38.0,Male,Desktop,Side,Shopping,Evening,1
2833,User2833,41.0,Male,Mobile,Bottom,Shopping,Morning,0
1710,User1710,37.0,Female,Tablet,Bottom,Entertainment,Afternoon,1
7840,User7840,44.0,Non-Binary,Desktop,Top,Shopping,Morning,0
4015,User4015,44.0,Male,Tablet,Side,Entertainment,Evening,1
6683,User6683,38.0,Female,Tablet,Side,Entertainment,Night,1
4429,User4429,34.0,Female,Mobile,Top,Entertainment,Morning,1
4424,User4424,44.0,Non-Binary,Desktop,Side,Entertainment,Afternoon,0
2387,User2387,38.0,Non-Binary,Desktop,Top,Social Media,Night,1
1187,User1187,52.0,Female,Mobile,Bottom,Social Media,Night,0
8147,User8147,32.0,Female,Desktop,Top,Entertainment,Night,1
4286,User4286,41.0,Female,Desktop,Top,Shopping,Morning,0
7266,User7266,38.0,Male,Desktop,Bottom,Education,Afternoon,1
9348,User9348,29.0,Non-Binary,Tablet,Side,Entertainment,Morning,0
5574,User5574,38.0,Female,Desktop,Bottom,Shopping,Morning,1
2689,User2689,59.0,Non-Binary,Desktop,Top,Entertainment,Afternoon,0
6886,User6886,43.0,Male,Desktop,Bottom,Entertainment,Evening,1
7971,User7971,38.0,Non-Binary,Tablet,Top,Entertainment,Evening,1
670,User670,38.0,Male,Desktop,Top,Shopping,Afternoon,1
5890,User5890,56.0,Female,Mobile,Bottom,News,Night,1
4021,User4021,38.0,Non-Binary,Mobile,Side,Entertainment,Morning,1
6862,User6862,38.0,Male,Tablet,Side,Education,Afternoon,1
6583,User6583,41.0,Male,Tablet,Top,Education,Evening,0
255,User255,38.0,Non-Binary,Desktop,Bottom,Entertainment,Night,1
8353,User8353,38.0,Male,Desktop,Bottom,Entertainment,Morning,1
6100,User6100,38.0,Male,Desktop,Bottom,Entertainment,Morning,1
7904,User7904,41.0,Female,Desktop,Bottom,Social Media,Morning,0
4707,User4707,21.0,Non-Binary,Desktop,Bottom,Entertainment,Evening,1
5650,User5650,44.0,Non-Binary,Tablet,Top,Entertainment,Evening,0
5324,User5324,38.0,Non-Binary,Mobile,Top,Social Media,Night,1
5276,User5276,42.0,Non-Binary,Tablet,Side,Entertainment,Afternoon,1
487,User487,28.0,Male,Mobile,Side,Entertainment,Morning,1
7276,User7276,63.0,Non-Binary,Desktop,Top,Entertainment,Night,0
8726,User8726,62.0,Female,Desktop,Side,Education,Morning,1
2784,User2784,41.0,Female,Tablet,Top,Entertainment,Morning,0
6553,User6553,38.0,Male,Desktop,Bottom,Education,Morning,1
3594,User3594,49.0,Non-Binary,Tablet,Side,Entertainment,Morning,0
5324,User5324,38.0,Non-Binary,Desktop,Top,Social Media,Night,1
662,User662,41.0,Female,Mobile,Bottom,Social Media,Evening,0
6541,User6541,37.0,Female,Desktop,Bottom,Entertainment,Morning,0
5066,User5066,46.0,Non-Binary,Mobile,Side,Entertainment,Morning,1
7935,User7935,56.0,Non-Binary,Tablet,Bottom,Entertainment,Morning,0
2188,User2188,41.0,Male,Desktop,Bottom,Entertainment,Afternoon,0
2002,User2002,41.0,Female,Desktop,Top,Education,Evening,0
6296,User6296,29.0,Non-Binary,Desktop,Bottom,Education,Evening,1
6573,User6573,38.0,Male,Desktop,Bottom,Entertainment,Evening,1
1503,User1503,19.0,Female,Tablet,Bottom,Entertainment,Morning,1
6247,User6247,27.0,Female,Mobile,Top,News,Night,0
5338,User5338,51.0,Male,Mobile,Bottom,Social Media,Morning,1
5085,User5085,38.0,Non-Binary,Tablet,Top,News,Night,1
9422,User9422,21.0,Male,Desktop,Side,Entertainment,Night,1
7993,User7993,38.0,Male,Mobile,Bottom,Social Media,Morning,1
6287,User6287,40.0,Female,Desktop,Bottom,Entertainment,Morning,1
9492,User9492,44.0,Non-Binary,Desktop,Top,Entertainment,Evening,0
3641,User3641,33.0,Female,Tablet,Top,Entertainment,Night,1
5574,User5574,38.0,Female,Desktop,Bottom,Shopping,Afternoon,1
8937,User8937,57.0,Male,Tablet,Side,Entertainment,Morning,1
9313,User9313,43.0,Female,Mobile,Bottom,Entertainment,Afternoon,0
9698,User9698,44.0,Non-Binary,Mobile,Top,Education,Morning,0
6885,User6885,41.0,Male,Desktop,Top,Shopping,Afternoon,0
3060,User3060,38.0,Male,Tablet,Bottom,News,Morning,1
188,User188,38.0,Female,Tablet,Bottom,News,Morning,1
8965,User8965,38.0,Female,Mobile,Bottom,Social Media,Evening,1
3117,User3117,21.0,Female,Tablet,Bottom,Entertainment,Morning,1
4025,User4025,41.0,Non-Binary,Mobile,Bottom,Social Media,Morning,0
6627,User6627,38.0,Non-Binary,Desktop,Bottom,Education,Morning,1
7366,User7366,62.0,Female,Mobile,Top,Entertainment,Morning,0
1183,User1183,60.0,Non-Binary,Desktop,Bottom,Entertainment,Afternoon,0
393,User393,40.0,Female,Desktop,Bottom,Entertainment,Morning,1
7924,User7924,38.0,Female,Desktop,Bottom,Entertainment,Morning,1
7151,User7151,38.0,Non-Binary,Tablet,Side,Entertainment,Morning,1
5354,User5354,44.0,Non-Binary,Desktop,Bottom,Education,Morning,0
7254,User7254,41.0,Male,Tablet,Side,Entertainment,Night,0
2017,User2017,38.0,Male,Tablet,Bottom,Shopping,Evening,1
5053,User5053,38.0,Female,Tablet,Side,Entertainment,Morning,1
4836,User4836,55.0,Male,Tablet,Side,Entertainment,Evening,1
24,User24,38.0,Female,Tablet,Side,Entertainment,Afternoon,1
1903,User1903,37.0,Female,Mobile,Bottom,Social Media,Morning,0
2946,User2946,37.0,Non-Binary,Desktop,Bottom,Entertainment,Afternoon,1
9967,User9967,38.0,Female,Mobile,Side,Education,Evening,1
1141,User1141,38.0,Non-Binary,Desktop,Bottom,Entertainment,Afternoon,1
6740,User6740,58.0,Non-Binary,Desktop,Side,News,Night,0
4334,User4334,39.0,Female,Desktop,Bottom,Social Media,Evening,0
1248,User1248,57.0,Female,Desktop,Top,Entertainment,Morning,0
8115,User8115,20.0,Female,Mobile,Top,Social Media,Morning,1
4477,User4477,18.0,Female,Mobile,Top,Entertainment,Morning,0
1209,User1209,60.0,Male,Desktop,Top,Social Media,Morning,0
1969,User1969,46.0,Non-Binary,Mobile,Bottom,Entertainment,Night,1
4951,User4951,25.0,Male,Desktop,Bottom,Entertainment,Afternoon,0
3658,User3658,45.0,Non-Binary,Desktop,Side,Shopping,Night,1
8147,User8147,32.0,Male,Desktop,Top,Entertainment,Night,1
188,User188,56.0,Female,Tablet,Bottom,Entertainment,Morning,1
7670,User7670,38.0,Female,Tablet,Top,Education,Night,1
4379,User4379,39.0,Male,Desktop,Top,Education,Evening,0
5942,User5942,38.0,Non-Binary,Tablet,Bottom,Social Media,Evening,1
5198,User5198,47.0,Male,Desktop,Bottom,Entertainment,Night,1
2387,User2387,38.0,Non-Binary,Mobile,Top,Social Media,Night,1
8862,User8862,38.0,Female,Desktop,Side,Entertainment,Afternoon,1
5890,User5890,38.0,Female,Mobile,Bottom,News,Night,1
3658,User3658,38.0,Non-Binary,Desktop,Side,Shopping,Night,1
7818,User7818,41.0,Male,Desktop,Bottom,Entertainment,Morning,0
8146,User8146,52.0,Non-Binary,Desktop,Side,Education,Afternoon,0
2289,User2289,38.0,Female,Desktop,Bottom,Entertainment,Morning,1
2913,User2913,57.0,Female,Mobile,Side,Social Media,Evening,1
3062,User3062,34.0,Male,Desktop,Bottom,Entertainment,Evening,1
9753,User9753,46.0,Female,Tablet,Bottom,Entertainment,Night,1
6296,User6296,29.0,Non-Binary,Desktop,Bottom,Entertainment,Evening,1
9431,User9431,38.0,Male,Mobile,Top,Entertainment,Afternoon,1
4756,User4756,59.0,Non-Binary,Mobile,Bottom,Entertainment,Morning,1
9766,User9766,38.0,Male,Desktop,Bottom,Entertainment,Evening,1
928,User928,38.0,Male,Desktop,Bottom,Social Media,Morning,1
6315,User6315,38.0,Male,Desktop,Top,News,Afternoon,1
8211,User8211,41.0,Male,Tablet,Bottom,Social Media,Evening,0
6449,User6449,42.0,Female,Desktop,Top,Shopping,Morning,1
6679,User6679,38.0,Male,Tablet,Bottom,Entertainment,Morning,1
9842,User9842,38.0,Non-Binary,Mobile,Top,Shopping,Afternoon,1
8156,User8156,39.0,Female,Desktop,Top,Education,Morning,0
966,User966,54.0,Male,Desktop,Bottom,Entertainment,Night,1
3352,User3352,38.0,Female,Desktop,Side,Entertainment,Night,1
6188,User6188,38.0,Female,Desktop,Bottom,Entertainment,Morning,1
6487,User6487,38.0,Male,Desktop,Side,Entertainment,Morning,1
2337,User2337,40.0,Male,Desktop,Top,Entertainment,Evening,1
4483,User4483,38.0,Male,Desktop,Top,News,Evening,1
1958,User1958,41.0,Female,Desktop,Top,News,Morning,0
9146,User9146,58.0,Male,Desktop,Top,Entertainment,Afternoon,1
8994,User8994,38.0,Female,Mobile,Bottom,Entertainment,Morning,1
1721,User1721,34.0,Non-Binary,Mobile,Bottom,Social Media,Afternoon,1
7466,User7466,38.0,Male,Mobile,Bottom,Shopping,Afternoon,1
7086,User7086,30.0,Non-Binary,Mobile,Top,Entertainment,Morning,1
9855,User9855,38.0,Male,Desktop,Bottom,News,Morning,1
5498,User5498,38.0,Female,Desktop,Side,Education,Morning,1
5574,User5574,52.0,Male,Desktop,Bottom,Entertainment,Afternoon,1
7652,User7652,38.0,Male,Mobile,Bottom,Education,Morning,1
3938,User3938,38.0,Male,Mobile,Bottom,Entertainment,Evening,1
1424,User1424,41.0,Male,Desktop,Top,Entertainment,Afternoon,0
4950,User4950,38.0,Male,Mobile,Side,Entertainment,Morning,1
5198,User5198,47.0,Male,Desktop,Bottom,Education,Morning,1
8891,User8891,44.0,Non-Binary,Tablet,Bottom,Entertainment,Morning,0
1710,User1710,37.0,Female,Desktop,Bottom,Entertainment,Afternoon,1
6744,User6744,44.0,Non-Binary,Mobile,Side,Social Media,Evening,0
3042,User3042,38.0,Non-Binary,Mobile,Side,Social Media,Afternoon,1
9290,User9290,38.0,Male,Desktop,Bottom,Entertainment,Afternoon,1
8740,User8740,46.0,Female,Tablet,Top,Entertainment,Afternoon,0
6495,User6495,38.0,Non-Binary,Tablet,Bottom,Education,Afternoon,1
316,User316,38.0,Non-Binary,Desktop,Top,Social Media,Night,1
2174,User2174,36.0,Non-Binary,Desktop,Bottom,Entertainment,Afternoon,1
3074,User3074,41.0,Male,Tablet,Side,Entertainment,Night,0
5915,User5915,41.0,Female,Mobile,Bottom,Entertainment,Morning,0
7,User7,38.0,Female,Tablet,Bottom,Entertainment,Evening,1
8696,User8696,41.0,Female,Desktop,Bottom,Shopping,Evening,0
6409,User6409,52.0,Male,Desktop,Bottom,Entertainment,Night,1
9499,User9499,38.0,Female,Desktop,Bottom,Social Media,Morning,1
4086,User4086,38.0,Female,Desktop,Bottom,Entertainment,Morning,1
7584,User7584,31.0,Female,Mobile,Side,Entertainment,Morning,0
5607,User5607,50.0,Non-Binary,Tablet,Top,Education,Morning,0
3808,User3808,24.0,Female,Mobile,Side,Social Media,Morning,0
8226,User8226,38.0,Male,Tablet,Top,Entertainment,Morning,1
6369,User6369,41.0,Male,Desktop,Bottom,Entertainment,Afternoon,0
3014,User3014,38.0,Non-Binary,Desktop,Top,Entertainment,Afternoon,1
4448,User4448,28.0,Male,Desktop,Bottom,Education,Evening,0
5501,User5501,28.0,Male,Mobile,Bottom,Entertainment,Evening,1
8530,User8530,52.0,Female,Desktop,Top,Entertainment,Afternoon,1
7924,User7924,38.0,Non-Binary,Desktop,Bottom,Entertainment,Morning,1
4361,User4361,29.0,Male,Tablet,Side,Education,Morning,1
2272,User2272,52.0,Non-Binary,Desktop,Bottom,News,Morning,1
9516,User9516,28.0,Female,Desktop,Top,Entertainment,Morning,1
1674,User1674,41.0,Female,Tablet,Side,Social Media,Morning,0
4430,User4430,41.0,Male,Mobile,Side,Entertainment,Afternoon,0
6021,User6021,44.0,Non-Binary,Tablet,Bottom,Entertainment,Afternoon,0
6657,User6657,22.0,Female,Desktop,Bottom,News,Night,1
3323,User3323,48.0,Male,Tablet,Side,Entertainment,Afternoon,1
918,User918,62.0,Female,Tablet,Side,Entertainment,Afternoon,0
3937,User3937,45.0,Male,Tablet,Bottom,Entertainment,Evening,0
393,User393,40.0,Male,Desktop,Bottom,Shopping,Morning,1
1704,User1704,61.0,Female,Tablet,Bottom,Shopping,Morning,1
9197,User9197,63.0,Non-Binary,Desktop,Side,Entertainment,Night,0
4962,User4962,41.0,Male,Mobile,Bottom,Social Media,Night,0
7099,User7099,22.0,Female,Mobile,Top,Entertainment,Evening,1
7924,User7924,38.0,Non-Binary,Desktop,Bottom,Shopping,Morning,1
5566,User5566,38.0,Non-Binary,Mobile,Bottom,Social Media,Morning,1
6086,User6086,24.0,Male,Desktop,Bottom,Entertainment,Morning,1
6094,User6094,38.0,Non-Binary,Tablet,Top,Social Media,Evening,1
5329,User5329,54.0,Non-Binary,Desktop,Bottom,Education,Evening,1
9617,User9617,63.0,Female,Tablet,Bottom,Shopping,Afternoon,1
8101,User8101,59.0,Female,Desktop,Bottom,Entertainment,Afternoon,1
1704,User1704,61.0,Female,Tablet,Bottom,Shopping,Evening,1
6094,User6094,38.0,Non-Binary,Tablet,Top,Social Media,Evening,1
2289,User2289,38.0,Female,Desktop,Bottom,Shopping,Morning,1
3724,User3724,62.0,Female,Mobile,Top,Entertainment,Evening,0
